lead_source,industry,employment_status,location,annual_income,number_of_courses_viewed,interaction_count,lead_score,converted
paid_ads,healthcare,employed,europe,62285,1,0,0.2,1
social_media,technology,employed,south_america,81170,2,5,0.57,0
referral,healthcare,employed,europe,63653,5,7,0.88,1
organic_search,retail,self_employed,north_america,34918,2,4,0.48,0
social_media,technology,,north_america,78495,3,5,0.58,1
,finance,self_employed,north_america,73709,2,2,0.45,0
social_media,manufacturing,employed,asia,42742,1,3,0.39,0
paid_ads,healthcare,self_employed,europe,55610,2,3,0.38,1
referral,technology,employed,europe,86421,1,5,0.61,1
paid_ads,finance,unemployed,north_america,58720,1,6,0.57,1
social_media,healthcare,unemployed,europe,32012,0,1,0.17,0
referral,education,employed,europe,49922,1,4,0.6,1
social_media,education,student,south_america,12000,1,3,0.31,0
social_media,healthcare,employed,europe,58042,1,3,0.36,0
organic_search,education,unemployed,south_america,18266,1,2,0.32,1
organic_search,education,,asia,12000,2,4,0.38,1
social_media,technology,unemployed,asia,49028,1,0,0.13,0
events,finance,employed,south_america,72283,3,6,0.59,0
organic_search,technology,unemployed,europe,,2,2,0.26,0
social_media,technology,student,africa,,3,5,0.63,1
organic_search,manufacturing,self_employed,asia,49464,3,7,0.62,1
social_media,technology,employed,south_america,79155,3,9,0.83,1
social_media,technology,employed,africa,72087,2,6,0.71,1
organic_search,finance,employed,asia,69002,3,8,0.79,1
referral,technology,employed,europe,85479,3,7,0.69,0
paid_ads,technology,employed,europe,76327,2,4,0.42,1
paid_ads,technology,employed,north_america,85718,2,6,0.62,1
referral,finance,self_employed,asia,68767,2,4,0.52,1
events,,unemployed,south_america,44727,1,4,0.47,0
referral,education,employed,south_america,39875,2,5,0.56,1
events,education,unemployed,south_america,15929,2,0,0.18,0
organic_search,manufacturing,student,north_america,31890,1,1,0.19,0
social_media,healthcare,self_employed,south_america,63899,2,3,0.42,0
organic_search,finance,self_employed,north_america,79761,2,4,0.49,0
paid_ads,retail,employed,europe,38541,1,1,0.25,0
events,technology,employed,,72808,2,4,0.46,0
organic_search,retail,employed,north_america,47029,1,0,0.11,0
,manufacturing,self_employed,europe,61881,4,6,0.64,0
organic_search,manufacturing,student,north_america,35989,3,7,0.73,1
paid_ads,finance,employed,north_america,75658,3,7,0.6,1
social_media,technology,employed,south_america,77513,4,9,0.88,1
social_media,healthcare,employed,north_america,81866,3,7,0.72,1
organic_search,technology,student,africa,,2,4,0.53,1
organic_search,retail,employed,north_america,53635,3,7,0.64,1
paid_ads,retail,employed,asia,42693,1,3,0.39,0
organic_search,,student,south_america,12000,2,4,0.45,0
organic_search,retail,employed,europe,47979,4,9,0.7,0
social_media,retail,student,south_america,12000,1,3,0.29,0
organic_search,finance,employed,asia,76942,3,7,0.78,1
referral,manufacturing,employed,africa,59172,4,7,0.72,0
referral,technology,student,,37131,3,5,0.6,0
paid_ads,manufacturing,self_employed,south_america,33815,2,2,0.33,0
organic_search,manufacturing,self_employed,north_america,50207,2,7,0.66,1
paid_ads,technology,employed,asia,84406,3,7,0.73,1
paid_ads,retail,employed,europe,53107,1,3,0.34,0
referral,finance,employed,europe,84280,3,6,0.63,1
social_media,technology,employed,north_america,79597,2,6,0.58,1
referral,retail,employed,south_america,51772,2,9,0.86,1
paid_ads,education,employed,south_america,37363,4,8,0.62,1
paid_ads,finance,student,europe,34253,1,3,0.31,1
organic_search,,employed,africa,33496,3,9,0.75,1
paid_ads,technology,,europe,82931,1,4,0.46,1
organic_search,education,employed,south_america,49683,2,4,0.43,1
paid_ads,technology,employed,europe,69522,2,3,0.33,1
social_media,healthcare,employed,north_america,60182,2,3,0.48,0
organic_search,healthcare,employed,asia,58670,4,6,0.71,1
paid_ads,technology,student,asia,,0,1,0.11,1
paid_ads,manufacturing,self_employed,asia,52612,1,1,0.16,0
paid_ads,finance,employed,north_america,74274,1,4,0.43,0
referral,finance,unemployed,europe,38358,1,5,0.59,1
referral,finance,employed,south_america,52753,1,0,0.34,0
social_media,,self_employed,south_america,30391,1,4,0.4,0
events,technology,,europe,78495,2,2,0.47,1
paid_ads,healthcare,employed,europe,68979,2,5,0.54,1
paid_ads,retail,employed,south_america,55997,2,2,0.22,0
organic_search,retail,employed,europe,36101,2,3,0.53,1
social_media,technology,employed,asia,69850,2,3,0.49,0
organic_search,finance,employed,europe,82094,2,7,0.72,1
paid_ads,technology,student,europe,,2,7,0.53,1
referral,technology,employed,asia,79287,0,3,0.39,0
events,healthcare,employed,north_america,65493,0,5,0.53,1
organic_search,finance,unemployed,africa,48955,2,4,0.55,0
social_media,healthcare,employed,europe,67997,2,6,0.63,0
organic_search,manufacturing,unemployed,asia,17619,1,4,0.39,1
events,retail,student,europe,16998,2,4,,0
paid_ads,education,employed,north_america,40828,1,5,0.42,0
paid_ads,education,employed,north_america,42287,1,1,0.25,0
paid_ads,education,student,north_america,15985,0,0,0.01,0
paid_ads,technology,employed,north_america,71590,3,3,0.41,0
social_media,education,employed,europe,49932,2,2,0.28,1
social_media,manufacturing,self_employed,europe,48875,1,5,0.4,0
organic_search,education,employed,europe,62947,1,2,0.4,1
social_media,education,employed,africa,25689,2,2,0.45,0
,finance,self_employed,africa,68477,2,5,0.59,0
organic_search,finance,employed,asia,62519,2,2,0.35,1
referral,technology,employed,north_america,74886,1,6,0.61,1
paid_ads,healthcare,,north_america,22938,1,3,0.25,0
paid_ads,retail,student,asia,12000,3,4,0.38,0
events,finance,unemployed,asia,,0,3,0.3,0
events,education,self_employed,africa,29855,2,5,0.48,0
events,technology,employed,africa,68809,3,7,0.61,0
paid_ads,education,self_employed,south_america,31319,1,5,0.43,0
organic_search,education,self_employed,north_america,52592,3,4,0.56,1
social_media,retail,employed,asia,33075,1,1,0.3,1
organic_search,manufacturing,employed,europe,56899,4,9,0.87,1
organic_search,retail,student,asia,,2,4,0.49,1
organic_search,technology,employed,north_america,65127,2,4,0.53,1
paid_ads,finance,employed,north_america,81407,1,3,0.39,0
organic_search,technology,employed,north_america,86925,3,5,0.65,1
events,education,self_employed,north_america,27334,2,1,0.25,1
social_media,healthcare,employed,north_america,65728,3,4,0.45,1
paid_ads,finance,unemployed,africa,41034,2,1,0.26,0
events,manufacturing,self_employed,asia,51533,1,1,0.19,0
organic_search,healthcare,employed,north_america,55724,1,5,0.6,1
social_media,finance,employed,north_america,86248,2,2,0.4,1
events,finance,unemployed,north_america,70746,2,5,0.54,1
organic_search,,employed,asia,77524,2,3,0.48,1
social_media,finance,employed,north_america,89396,2,4,0.46,1
social_media,manufacturing,employed,europe,65481,1,5,0.46,1
referral,retail,employed,north_america,34004,3,8,0.78,1
organic_search,finance,self_employed,north_america,73612,3,6,0.61,0
organic_search,retail,employed,europe,48778,0,1,0.23,1
social_media,retail,employed,north_america,47043,3,6,0.63,1
paid_ads,technology,unemployed,north_america,59468,0,4,0.43,1
paid_ads,manufacturing,employed,europe,74972,2,5,0.4,1
paid_ads,healthcare,employed,,63535,2,1,0.18,0
organic_search,healthcare,employed,europe,59850,3,5,0.53,1
paid_ads,retail,employed,asia,39729,4,4,0.45,0
referral,technology,employed,africa,70268,2,6,0.67,1
organic_search,finance,self_employed,north_america,77879,3,6,0.66,1
events,manufacturing,employed,europe,49268,2,5,0.48,1
referral,finance,student,south_america,35635,1,3,0.37,1
referral,retail,employed,asia,31537,2,3,0.4,1
paid_ads,technology,student,africa,43944,2,4,0.49,0
social_media,retail,employed,europe,44990,3,7,0.61,0
,finance,employed,south_america,80282,3,5,0.6,0
paid_ads,finance,employed,north_america,72898,5,7,0.79,1
referral,healthcare,employed,south_america,65844,5,8,0.78,1
paid_ads,retail,unemployed,north_america,21758,0,1,0.21,0
social_media,retail,unemployed,north_america,28711,2,1,0.28,0
organic_search,healthcare,employed,asia,67117,1,4,0.5,0
organic_search,healthcare,employed,north_america,71974,3,5,0.58,1
organic_search,retail,student,south_america,,1,3,0.29,0
organic_search,education,employed,north_america,56989,4,11,0.99,1
events,technology,self_employed,africa,62338,1,2,0.29,0
referral,technology,,north_america,93716,2,5,0.57,1
paid_ads,,employed,north_america,62737,2,2,0.38,1
social_media,technology,employed,asia,86998,1,3,0.39,0
,manufacturing,employed,europe,48439,3,4,0.46,1
organic_search,technology,employed,south_america,74732,2,3,0.45,1
organic_search,finance,student,europe,,3,6,0.58,1
paid_ads,retail,self_employed,north_america,65523,1,1,0.28,0
paid_ads,healthcare,unemployed,asia,,0,0,0.06,0
referral,healthcare,,africa,64988,2,7,0.65,1
social_media,healthcare,employed,asia,69925,1,2,0.25,0
organic_search,technology,unemployed,north_america,73173,1,5,0.52,0
events,education,unemployed,south_america,14282,0,4,0.26,0
referral,healthcare,employed,south_america,65666,2,4,0.6,0
social_media,technology,employed,north_america,72912,3,5,0.61,1
organic_search,retail,employed,europe,54883,3,6,0.59,1
referral,education,employed,europe,33632,3,9,0.8,1
events,retail,employed,north_america,44831,2,4,0.39,1
referral,finance,student,africa,,2,5,0.6,0
organic_search,education,employed,north_america,40000,5,8,0.77,1
organic_search,technology,employed,south_america,63847,0,1,0.31,1
referral,retail,employed,africa,44169,3,6,0.72,1
referral,retail,employed,europe,51403,1,4,0.56,1
organic_search,healthcare,student,europe,28148,2,5,0.53,0
,technology,employed,asia,80457,3,5,0.64,1
organic_search,healthcare,student,north_america,49396,2,6,0.59,1
paid_ads,finance,employed,north_america,74482,1,8,0.65,1
organic_search,retail,self_employed,north_america,42830,0,3,0.4,1
referral,healthcare,employed,,67631,3,5,0.7,1
events,education,employed,europe,47237,2,2,0.25,0
social_media,technology,employed,asia,81242,2,7,0.75,1
referral,healthcare,employed,,58709,2,4,0.58,0
organic_search,education,unemployed,south_america,12000,0,0,0.1,0
paid_ads,technology,employed,asia,80011,3,4,0.43,0
paid_ads,education,employed,north_america,49856,0,0,0.1,0
paid_ads,education,employed,africa,43620,3,7,0.62,1
organic_search,retail,student,north_america,28881,3,5,0.63,1
paid_ads,manufacturing,employed,south_america,52002,1,1,0.26,0
organic_search,manufacturing,self_employed,south_america,57629,2,7,0.62,0
social_media,finance,employed,europe,69324,2,1,0.29,1
organic_search,education,employed,asia,53212,3,5,0.52,1
paid_ads,technology,employed,south_america,58664,1,5,0.41,0
,,employed,north_america,93118,3,5,0.65,1
referral,education,student,south_america,12000,2,4,0.46,1
organic_search,retail,employed,asia,46364,4,6,0.7,1
paid_ads,technology,unemployed,north_america,,0,3,0.28,0
referral,education,student,south_america,12000,2,5,0.49,1
,retail,employed,asia,53869,2,3,0.49,1
paid_ads,education,employed,north_america,52631,2,3,0.3,1
paid_ads,,self_employed,north_america,68565,0,1,0.2,1
events,finance,unemployed,asia,42704,2,4,0.38,1
organic_search,technology,,africa,79569,4,9,0.83,1
referral,retail,unemployed,,12000,2,8,0.6,1
social_media,healthcare,unemployed,africa,34768,0,3,0.28,0
organic_search,education,,south_america,33897,4,9,0.79,1
organic_search,retail,unemployed,africa,19037,0,0,0.05,0
events,retail,employed,asia,55208,2,3,0.46,1
referral,education,employed,,46072,2,6,0.69,1
paid_ads,finance,employed,asia,89498,1,1,0.27,0
organic_search,technology,self_employed,north_america,87454,2,5,0.61,1
organic_search,retail,employed,asia,18292,3,5,0.48,1
referral,technology,employed,europe,76978,2,7,0.7,1
organic_search,retail,employed,europe,47289,2,4,0.43,1
referral,healthcare,employed,asia,63297,3,5,0.6,0
organic_search,finance,student,north_america,52712,1,4,0.46,0
paid_ads,retail,employed,north_america,43634,1,2,0.29,0
referral,retail,employed,asia,31970,3,7,0.75,1
referral,technology,employed,north_america,75254,2,7,0.76,1
events,education,unemployed,north_america,12000,0,3,0.2,0
organic_search,technology,employed,asia,72025,4,10,0.86,1
social_media,education,employed,asia,43570,2,5,0.5,1
organic_search,healthcare,self_employed,europe,62508,3,6,0.66,1
events,finance,self_employed,south_america,80026,3,5,0.65,1
organic_search,education,employed,north_america,42297,3,8,0.81,1
,retail,employed,africa,32247,2,4,0.48,0
organic_search,manufacturing,,europe,42576,2,4,0.36,1
organic_search,healthcare,,europe,23158,2,2,0.33,0
paid_ads,technology,unemployed,north_america,,0,2,0.25,1
events,technology,employed,north_america,80003,1,0,0.2,0
events,technology,unemployed,south_america,43295,0,2,0.32,1
paid_ads,manufacturing,employed,asia,47316,2,3,0.38,1
organic_search,education,student,europe,,1,1,0.27,0
paid_ads,technology,student,north_america,,0,0,0.01,0
organic_search,finance,unemployed,south_america,29468,1,5,0.46,1
events,retail,employed,europe,47099,2,3,0.32,1
events,healthcare,employed,north_america,72412,1,4,0.46,1
social_media,healthcare,employed,africa,55595,2,2,0.35,0
paid_ads,manufacturing,,europe,49265,2,5,0.47,1
referral,retail,employed,south_america,26012,3,6,0.65,1
events,technology,employed,north_america,91025,0,2,0.33,1
social_media,retail,employed,north_america,52128,3,9,0.8,1
referral,education,employed,asia,46988,2,4,0.45,0
social_media,healthcare,self_employed,north_america,61448,1,2,0.35,1
social_media,retail,self_employed,asia,42099,3,6,0.65,1
social_media,retail,employed,europe,67554,1,4,0.47,1
events,retail,unemployed,asia,21561,0,1,0.17,0
organic_search,retail,employed,north_america,44222,1,3,0.47,0
organic_search,healthcare,student,north_america,24954,1,2,0.2,0
referral,technology,employed,north_america,93322,2,5,0.62,1
social_media,manufacturing,employed,north_america,63536,6,9,0.96,1
organic_search,manufacturing,employed,europe,43736,2,4,0.44,0
social_media,,self_employed,north_america,51816,4,6,0.61,0
social_media,,student,asia,20062,1,3,0.38,0
paid_ads,education,self_employed,south_america,34833,1,4,0.44,1
organic_search,finance,unemployed,south_america,35729,2,5,0.59,1
social_media,finance,employed,asia,73593,4,7,0.63,1
organic_search,retail,student,north_america,15991,2,7,0.57,0
organic_search,technology,employed,north_america,87622,3,5,0.67,1
organic_search,manufacturing,employed,south_america,42215,2,6,0.61,0
organic_search,healthcare,self_employed,asia,58807,3,5,0.58,1
referral,finance,student,south_america,34451,3,5,0.71,1
paid_ads,education,self_employed,africa,31137,2,2,0.23,0
paid_ads,finance,employed,asia,77057,2,3,0.42,1
social_media,technology,employed,africa,59408,4,7,0.75,1
referral,technology,unemployed,north_america,62284,2,5,0.65,0
organic_search,finance,unemployed,asia,48202,0,0,0.19,0
events,retail,self_employed,asia,42470,0,1,0.24,0
organic_search,retail,,south_america,51981,1,2,0.36,1
organic_search,technology,employed,south_america,60049,3,4,0.51,1
paid_ads,finance,,north_america,76619,1,3,0.4,0
social_media,finance,employed,north_america,91962,4,6,0.69,1
social_media,manufacturing,unemployed,north_america,36582,1,0,0.12,0
organic_search,finance,student,asia,,5,6,0.7,1
paid_ads,retail,employed,south_america,33424,2,2,0.25,0
organic_search,education,student,europe,17938,2,7,0.67,1
organic_search,education,self_employed,north_america,50402,2,6,0.56,1
organic_search,manufacturing,employed,europe,75250,3,6,0.67,0
paid_ads,healthcare,employed,europe,60837,3,6,0.58,1
events,technology,student,,,3,8,0.81,0
paid_ads,finance,student,south_america,29458,1,3,0.21,0
organic_search,retail,unemployed,africa,12427,2,5,0.48,0
paid_ads,retail,self_employed,asia,33152,2,5,0.57,1
social_media,retail,unemployed,asia,12263,2,4,0.41,1
organic_search,education,employed,,52229,2,5,0.55,1
paid_ads,technology,employed,south_america,85628,1,2,0.4,0
paid_ads,healthcare,student,south_america,23038,0,2,0.2,0
events,retail,employed,north_america,67516,2,5,0.53,1
events,retail,self_employed,africa,19756,3,5,0.52,1
organic_search,finance,employed,south_america,54835,2,5,0.61,0
referral,retail,employed,north_america,64463,3,6,0.66,1
social_media,technology,employed,africa,74577,2,8,0.69,1
paid_ads,,,europe,52202,2,5,0.46,0
events,finance,unemployed,asia,47970,0,0,0.17,0
social_media,education,student,europe,,3,3,0.28,0
organic_search,technology,employed,europe,86191,1,2,0.42,0
organic_search,healthcare,employed,south_america,44535,1,2,0.28,0
referral,education,self_employed,africa,29244,4,10,0.88,1
social_media,retail,self_employed,north_america,39678,2,0,0.14,0
