model_year,origin,fuel_type,drivetrain,num_doors,engine_displacement,num_cylinders,horsepower,vehicle_weight,acceleration,fuel_efficiency_mpg
2021,Europe,Diesel,All-wheel drive,2,2280,6,246,4250,17.3,33.3
1979,USA,Diesel,All-wheel drive,3,2080,6,,4180,20.9,29.1
1977,USA,Gasoline,Rear-wheel drive,4,2520,7,258,4670,19.0,23.3
1987,Europe,Gasoline,Front-wheel drive,2,2140,5,218,4030,19.1,29.1
2005,Europe,Gasoline,Front-wheel drive,4,2190,6,243,4060,19.0,32.1
1999,USA,Gasoline,All-wheel drive,4,2530,7,288,4620,17.4,23.4
1978,Europe,Hybrid,Front-wheel drive,2,2330,6,249,4360,21.4,31.2
1982,Europe,Gasoline,All-wheel drive,2,2440,7,276,4520,18.7,26.6
1982,USA,Gasoline,Rear-wheel drive,5,2340,7,,4540,19.2,25.5
2016,USA,Gasoline,Front-wheel drive,3,2010,6,224,4100,18.7,32.9
2016,USA,Gasoline,Rear-wheel drive,5,2340,6,281,4660,18.6,26.7
1982,Europe,Hybrid,Front-wheel drive,3,2040,5,,4040,19.3,35.9
2004,Europe,Gasoline,All-wheel drive,3,2330,6,247,4420,,29.2
1991,Europe,Gasoline,Front-wheel drive,2,2020,6,236,3710,18.0,34.5
2002,Asia,Gasoline,Front-wheel drive,3,2220,6,244,4180,19.9,30.1
2014,USA,Hybrid,All-wheel drive,4,2190,5,235,4440,18.6,33.8
1980,USA,Gasoline,Rear-wheel drive,3,2140,6,,4190,19.3,25.8
1995,Asia,Gasoline,Front-wheel drive,3,2370,6,272,4150,17.5,27.6
2001,Europe,Gasoline,Front-wheel drive,3,2200,5,244,4170,,30.7
1994,Asia,Diesel,Rear-wheel drive,4,2100,6,235,4470,19.4,31.1
2002,Asia,Gasoline,Front-wheel drive,2,2280,6,221,4150,20.5,32.5
1975,USA,Gasoline,Front-wheel drive,5,2090,6,246,3970,16.8,28.3
2016,USA,Gasoline,Rear-wheel drive,4,2090,6,247,4070,18.0,29.2
2003,Asia,Diesel,All-wheel drive,3,1970,5,214,4400,21.1,31.8
1977,Europe,Diesel,Rear-wheel drive,5,2510,6,276,4660,18.4,26.7
1997,USA,Gasoline,Rear-wheel drive,2,2360,6,271,4350,18.6,27.1
2023,Asia,Gasoline,All-wheel drive,2,2020,5,211,3970,17.5,30.6
1976,Asia,Diesel,Front-wheel drive,2,2610,6,275,4310,20.2,28.6
2007,USA,Gasoline,Front-wheel drive,3,2680,7,304,4330,15.5,29.3
1976,Asia,Gasoline,Front-wheel drive,3,2070,6,242,4090,21.3,27.2
2015,USA,Gasoline,Rear-wheel drive,3,2160,6,249,4270,20.4,26.6
1998,Asia,Gasoline,Front-wheel drive,3,2350,6,241,4430,19.7,29.7
1982,USA,Hybrid,Front-wheel drive,2,2440,6,283,4210,19.3,29.0
1999,Europe,Gasoline,Front-wheel drive,4,2350,6,254,4350,,31.1
2014,USA,Diesel,All-wheel drive,3,2130,6,232,4340,20.7,31.4
2003,Asia,Diesel,Rear-wheel drive,3,2210,6,240,4340,18.0,32.1
2019,USA,Diesel,All-wheel drive,3,2100,6,248,4300,18.7,33.2
1979,USA,Gasoline,Rear-wheel drive,4,2480,7,306,4350,19.5,23.7
1989,Asia,Gasoline,Front-wheel drive,3,2390,6,268,4200,17.6,29.1
1997,Asia,Gasoline,All-wheel drive,4,2430,6,260,4600,18.7,29.8
1978,USA,Hybrid,All-wheel drive,4,1870,5,212,3980,18.7,32.8
2007,Europe,Gasoline,Front-wheel drive,4,2100,6,235,4070,18.8,29.5
2020,Asia,Diesel,Front-wheel drive,4,2320,7,246,4170,18.9,34.8
2014,USA,Gasoline,Front-wheel drive,4,2160,6,245,4410,17.5,30.8
1978,Europe,Gasoline,Front-wheel drive,5,2190,6,,4140,18.7,27.6
2013,Asia,Gasoline,Front-wheel drive,2,2560,7,269,4360,19.8,30.2
2009,USA,Gasoline,Front-wheel drive,4,2130,6,249,4180,17.1,33.9
2005,Europe,Gasoline,Front-wheel drive,5,2240,6,241,4140,16.8,30.9
1976,Asia,Gasoline,All-wheel drive,5,2280,5,231,4170,21.5,27.1
2009,Europe,Gasoline,Front-wheel drive,4,2260,6,238,4140,19.0,30.6
2004,Asia,Gasoline,Rear-wheel drive,5,2130,6,224,4200,19.1,32.0
1994,USA,Gasoline,Front-wheel drive,4,2380,6,240,4040,18.7,27.5
2021,Asia,Gasoline,Rear-wheel drive,4,2410,7,243,4440,19.3,28.1
1988,Europe,Diesel,Rear-wheel drive,2,2070,6,251,4060,18.2,32.2
1986,USA,Gasoline,Front-wheel drive,5,2400,6,274,4500,17.7,27.9
2010,Asia,Gasoline,All-wheel drive,4,2110,6,238,4040,17.7,30.2
1981,Asia,Diesel,Rear-wheel drive,3,2070,6,,4280,18.0,28.4
1978,Europe,Gasoline,Front-wheel drive,5,2320,7,259,4470,20.5,29.4
1997,Asia,Gasoline,Front-wheel drive,5,2130,5,214,4070,19.6,29.9
1982,Europe,Gasoline,Rear-wheel drive,3,2570,6,270,4690,19.3,27.7
2020,USA,Diesel,Front-wheel drive,3,2300,6,256,4280,18.9,32.1
2015,USA,Gasoline,Front-wheel drive,2,2280,6,262,4260,18.5,32.8
1996,Europe,Gasoline,All-wheel drive,2,2460,7,259,4540,17.3,26.4
2002,USA,Gasoline,Front-wheel drive,4,2400,6,283,4380,18.1,29.1
1981,Europe,Gasoline,Front-wheel drive,5,2370,7,268,4410,18.6,27.8
1990,Asia,Gasoline,All-wheel drive,3,2280,6,256,4230,22.6,28.6
1988,USA,Gasoline,All-wheel drive,3,2480,7,295,4650,19.5,24.5
2002,USA,Gasoline,Rear-wheel drive,2,2480,7,277,4620,18.5,26.2
2004,USA,Gasoline,All-wheel drive,3,2400,6,250,4570,18.9,25.1
2019,USA,Hybrid,Rear-wheel drive,3,2170,6,241,4580,16.6,34.4
1978,USA,Diesel,Front-wheel drive,3,2360,6,,4220,18.3,30.8
2016,USA,Diesel,All-wheel drive,3,2200,6,269,4270,18.8,30.7
2020,USA,Gasoline,Front-wheel drive,4,2100,5,212,4210,18.0,31.0
2023,USA,Gasoline,Front-wheel drive,2,2610,6,270,4600,19.2,28.4
1998,Europe,Gasoline,Front-wheel drive,2,2180,7,244,3850,16.3,28.5
1991,USA,Gasoline,All-wheel drive,3,2600,6,269,4760,20.5,23.8
1976,USA,Hybrid,Front-wheel drive,2,2420,6,,4320,19.7,30.0
1979,USA,Diesel,Rear-wheel drive,3,2350,6,,4600,19.0,27.3
1998,USA,Hybrid,All-wheel drive,4,2170,6,251,4540,20.4,32.5
1976,Europe,Gasoline,Front-wheel drive,2,1890,5,,3770,19.6,29.6
2007,USA,Gasoline,Rear-wheel drive,3,2370,6,256,4600,19.1,27.2
2019,Europe,Gasoline,Rear-wheel drive,3,2420,7,266,4550,18.8,29.5
1976,USA,Gasoline,Rear-wheel drive,3,2330,6,,4330,20.0,24.6
1980,USA,Gasoline,Rear-wheel drive,5,2500,7,,4660,20.0,26.1
2016,Asia,Diesel,Front-wheel drive,5,2220,7,259,4150,20.2,32.8
2012,Europe,Gasoline,Rear-wheel drive,2,2290,6,226,4170,17.1,32.0
2017,USA,Gasoline,All-wheel drive,3,2440,6,263,4820,18.3,28.1
1985,Asia,Diesel,All-wheel drive,4,2130,5,214,4180,20.9,29.9
2002,Europe,Gasoline,Front-wheel drive,4,2620,7,267,4550,,31.7
2000,Asia,Gasoline,Front-wheel drive,3,2340,6,250,3880,18.2,31.3
1991,USA,Gasoline,Front-wheel drive,4,2300,6,257,4410,20.3,27.5
2008,Europe,Gasoline,Front-wheel drive,4,2670,7,291,4530,18.0,28.2
1985,Europe,Gasoline,All-wheel drive,4,2450,6,264,4620,20.2,24.3
1979,USA,Gasoline,Rear-wheel drive,4,2460,7,276,4760,19.4,26.1
2022,Asia,Hybrid,Front-wheel drive,4,2480,7,278,4450,19.6,33.9
1989,USA,Diesel,Front-wheel drive,3,2470,6,296,4360,16.8,29.0
1986,Asia,Gasoline,Front-wheel drive,4,2300,6,232,4370,20.3,27.2
2014,Europe,Diesel,Rear-wheel drive,3,2320,6,265,4170,18.4,34.5
1985,USA,Hybrid,All-wheel drive,3,2050,6,251,4300,19.2,29.8
1981,Europe,Gasoline,Rear-wheel drive,5,2700,7,278,4610,17.8,26.0
1976,Asia,Gasoline,Front-wheel drive,2,2260,6,257,4350,17.7,32.5
2023,USA,Diesel,All-wheel drive,3,2040,6,237,4250,19.6,33.5
1979,USA,Gasoline,Front-wheel drive,4,2340,7,,4370,17.8,27.3
1989,Asia,Gasoline,Front-wheel drive,4,2530,7,267,4490,17.7,30.1
2015,Europe,Gasoline,Front-wheel drive,3,2380,7,271,4530,20.0,32.5
2000,USA,Gasoline,All-wheel drive,2,2190,6,257,4190,16.9,26.5
2005,Europe,Diesel,Front-wheel drive,3,2280,6,266,4080,18.6,30.8
1978,Asia,Gasoline,All-wheel drive,2,1990,5,,4120,18.4,27.9
1990,Europe,Gasoline,Front-wheel drive,5,2150,6,222,4230,19.6,32.6
1984,Europe,Gasoline,Rear-wheel drive,2,2470,6,,4300,18.5,28.8
1991,Asia,Gasoline,Front-wheel drive,4,2530,6,272,4570,19.1,30.3
1990,Asia,Gasoline,Rear-wheel drive,5,2470,6,261,4780,20.1,28.8
1988,Asia,Gasoline,Front-wheel drive,4,2160,6,225,4360,17.4,29.5
2013,USA,Hybrid,Front-wheel drive,5,2230,6,266,4300,18.0,32.7
2015,USA,Gasoline,Front-wheel drive,4,2110,5,246,4130,20.3,34.2
1977,Asia,Diesel,Rear-wheel drive,4,2060,6,253,4150,18.3,29.2
2003,Europe,Hybrid,Front-wheel drive,2,2170,6,218,4010,17.9,37.4
1982,Europe,Diesel,Front-wheel drive,4,2370,6,263,3970,18.7,32.8
2003,USA,Gasoline,Rear-wheel drive,5,2000,6,222,4440,21.2,27.7
1981,USA,Diesel,Front-wheel drive,2,2200,6,265,3980,15.4,29.3
1982,Europe,Diesel,Front-wheel drive,4,2550,6,263,4640,,26.7
1978,Asia,Gasoline,All-wheel drive,4,2200,5,231,4580,18.4,26.9
1979,Asia,Gasoline,Front-wheel drive,4,2250,6,263,4300,20.3,27.3
1981,Asia,Gasoline,Rear-wheel drive,3,2450,6,275,4480,19.0,28.0
1998,Asia,Gasoline,Rear-wheel drive,4,2170,6,240,4240,19.5,29.1
2011,Asia,Gasoline,Front-wheel drive,5,2370,6,,4080,20.2,32.0
2006,Europe,Hybrid,All-wheel drive,5,2400,6,249,4510,19.0,32.7
1975,USA,Hybrid,Front-wheel drive,3,2240,6,256,4180,19.7,31.3
1998,Europe,Hybrid,Rear-wheel drive,3,2250,7,275,4320,19.4,30.0
2013,Asia,Gasoline,All-wheel drive,5,2270,6,263,4490,20.0,29.4
1993,Asia,Gasoline,Front-wheel drive,4,2520,7,274,4310,19.6,29.7
1985,Europe,Diesel,Front-wheel drive,3,2140,6,282,4030,18.3,31.4
1978,Europe,Gasoline,All-wheel drive,4,2450,6,,4820,20.9,26.1
1979,Asia,Gasoline,Front-wheel drive,4,2320,6,246,4170,20.8,24.7
2021,Asia,Gasoline,Front-wheel drive,2,1880,5,214,3660,16.8,35.8
2000,Asia,Gasoline,Rear-wheel drive,3,2310,6,246,4290,17.6,32.2
1990,USA,Gasoline,Front-wheel drive,5,2420,6,282,4200,16.6,28.6
1977,USA,Gasoline,Front-wheel drive,3,2380,6,276,4240,17.2,26.9
1993,USA,Gasoline,All-wheel drive,3,2190,6,246,4470,18.0,27.8
2019,USA,Gasoline,All-wheel drive,3,2370,7,272,4650,20.7,31.8
2004,USA,Gasoline,Rear-wheel drive,4,2020,5,213,4200,19.5,28.4
2022,USA,Gasoline,Front-wheel drive,3,2120,6,255,4050,18.5,32.4
1986,Europe,Diesel,Front-wheel drive,5,2070,5,246,4020,20.3,32.2
2014,USA,Gasoline,Front-wheel drive,4,2240,6,251,4120,18.6,32.6
1985,Europe,Gasoline,All-wheel drive,5,2240,6,255,4290,17.2,26.2
2010,Europe,Gasoline,Front-wheel drive,2,2010,6,216,4140,19.2,32.6
2012,USA,Gasoline,Front-wheel drive,3,2490,6,267,4460,17.4,28.2
2012,Europe,Gasoline,Front-wheel drive,2,2270,6,250,4250,17.9,31.4
1980,USA,Diesel,Front-wheel drive,3,2500,7,306,4460,17.8,27.0
1984,USA,Diesel,Front-wheel drive,4,2050,5,,3890,19.8,29.9
1994,USA,Gasoline,Rear-wheel drive,3,2210,6,254,4260,19.8,25.0
2003,Europe,Hybrid,Front-wheel drive,4,2520,7,259,4340,,34.0
1979,USA,Diesel,Front-wheel drive,5,2410,7,294,4640,20.1,28.3
1984,USA,Gasoline,All-wheel drive,4,2480,6,,4820,22.8,25.1
1990,Europe,Gasoline,All-wheel drive,5,2440,6,276,4800,20.6,26.4
1996,Asia,Hybrid,Front-wheel drive,5,2050,5,217,4350,21.5,30.9
1981,USA,Diesel,All-wheel drive,4,2340,6,256,4740,19.1,28.1
2008,Asia,Gasoline,Front-wheel drive,5,2410,6,255,4380,18.7,30.1
1984,Asia,Gasoline,All-wheel drive,2,2100,6,242,4140,19.9,28.7
2003,USA,Gasoline,Front-wheel drive,3,1930,6,227,4190,16.1,30.4
1979,Asia,Gasoline,Rear-wheel drive,3,2690,7,289,4910,20.1,24.1
1981,Asia,Diesel,Front-wheel drive,4,2300,6,258,4100,20.1,27.1
1993,USA,Diesel,All-wheel drive,3,2260,6,283,4410,18.1,30.4
2003,Asia,Diesel,Front-wheel drive,5,2180,6,246,4200,19.7,35.0
1994,Europe,Gasoline,Front-wheel drive,5,2160,5,238,4140,18.5,30.8
2019,Asia,Diesel,All-wheel drive,3,2350,7,269,4620,19.7,31.4
2015,Asia,Gasoline,Rear-wheel drive,4,2300,6,249,4360,17.4,29.9
1994,USA,Gasoline,Rear-wheel drive,4,2320,6,239,4750,19.9,24.1
1997,USA,Gasoline,Front-wheel drive,2,1910,5,216,3590,17.2,32.4
2010,Asia,Gasoline,Rear-wheel drive,3,2310,6,242,4270,16.1,28.3
1989,USA,Gasoline,Rear-wheel drive,3,2330,6,264,4440,20.3,26.4
2015,Europe,Gasoline,Rear-wheel drive,3,2040,6,227,4230,17.2,32.6
1986,USA,Gasoline,All-wheel drive,4,2350,7,260,4550,20.9,26.6
1998,Europe,Gasoline,Rear-wheel drive,3,2250,6,230,4220,20.7,29.8
2023,USA,Diesel,Front-wheel drive,2,2320,6,278,4360,19.1,32.1
2015,Europe,Diesel,Front-wheel drive,4,2500,6,277,4250,19.8,29.9
2012,USA,Diesel,Front-wheel drive,4,2220,6,283,4270,18.2,33.1
1984,Europe,Gasoline,Front-wheel drive,2,2330,6,277,4270,17.1,29.3
1981,USA,Diesel,Front-wheel drive,5,2100,6,,3920,21.7,30.5
2023,USA,Gasoline,Front-wheel drive,3,2440,6,284,4410,18.2,27.7
1989,USA,Gasoline,All-wheel drive,5,2180,6,241,4380,19.6,25.3
1988,Europe,Hybrid,Front-wheel drive,2,2190,6,207,3950,,34.1
2013,Europe,Gasoline,Rear-wheel drive,3,2160,6,,4190,19.7,31.0
2006,USA,Gasoline,All-wheel drive,3,2440,6,264,4460,18.7,26.8
1979,Asia,Gasoline,Front-wheel drive,3,2230,6,217,3920,19.5,29.6
2008,Europe,Gasoline,Front-wheel drive,3,2700,6,276,4490,17.8,32.4
1978,Europe,Gasoline,Front-wheel drive,5,2440,7,,4390,18.3,28.8
2012,Europe,Diesel,Front-wheel drive,3,2220,7,253,4040,18.7,34.0
2003,Europe,Gasoline,Rear-wheel drive,3,2180,5,219,4200,18.5,29.2
1982,Asia,Gasoline,Front-wheel drive,2,2230,6,,4230,17.6,25.3
1991,USA,Gasoline,Rear-wheel drive,2,2040,6,242,4160,19.4,27.9
1984,Europe,Diesel,All-wheel drive,4,2620,7,,4780,19.8,29.1
2015,Europe,Gasoline,Rear-wheel drive,3,2240,6,257,4320,19.4,28.8
1995,Europe,Diesel,Front-wheel drive,3,2510,7,286,4540,17.2,30.2
2012,Asia,Gasoline,All-wheel drive,4,2090,6,234,4190,19.4,29.8
1996,Europe,Gasoline,Front-wheel drive,4,2160,6,243,4030,18.3,29.8
1999,Asia,Gasoline,Rear-wheel drive,3,2430,6,266,4360,19.7,27.8
2019,USA,Gasoline,Front-wheel drive,3,2140,6,240,4190,18.6,32.0
1997,Asia,Gasoline,Front-wheel drive,2,2670,7,308,4850,18.9,29.9
1994,Asia,Gasoline,Front-wheel drive,2,2410,6,269,4400,18.0,26.4
2000,USA,Hybrid,Front-wheel drive,4,2380,6,242,4240,16.6,35.5
1993,Asia,Gasoline,Front-wheel drive,3,2160,6,209,3900,17.7,33.3
1991,Asia,Gasoline,Rear-wheel drive,3,2080,6,228,4210,18.8,28.3
2008,Asia,Gasoline,All-wheel drive,4,2430,7,259,4410,19.0,27.7
1988,Europe,Gasoline,Front-wheel drive,5,1940,5,181,3880,19.5,29.0
2006,Asia,Gasoline,Front-wheel drive,2,1970,5,220,3640,19.9,31.9
1978,Asia,Gasoline,Rear-wheel drive,3,2370,6,,4450,19.7,27.5
1985,USA,Gasoline,All-wheel drive,3,2630,6,,4700,17.8,24.7
1978,USA,Gasoline,Front-wheel drive,4,2290,5,269,4200,17.7,26.7
2020,Europe,Gasoline,Front-wheel drive,5,1870,5,197,3620,18.1,34.4
2013,Europe,Gasoline,Front-wheel drive,3,2260,6,262,4070,15.6,31.4
1990,Asia,Gasoline,Front-wheel drive,4,2480,7,259,4200,17.6,27.8
2004,Europe,Gasoline,Rear-wheel drive,4,2130,5,248,4220,21.2,32.1
1992,USA,Hybrid,Rear-wheel drive,4,2380,7,266,4770,19.2,29.2
1994,Asia,Gasoline,Front-wheel drive,5,2000,6,225,4030,18.7,28.6
1989,USA,Gasoline,All-wheel drive,3,2000,6,244,4550,18.9,26.7
2007,Asia,Hybrid,Rear-wheel drive,4,2250,6,255,4340,18.2,33.1
2003,Asia,Gasoline,Front-wheel drive,2,2590,7,281,4210,18.5,31.7
1984,Asia,Diesel,All-wheel drive,3,2100,6,,4240,18.7,31.1
1983,Europe,Diesel,Front-wheel drive,3,2430,6,,4110,18.7,30.4
2006,Asia,Diesel,Rear-wheel drive,4,2290,6,253,4230,18.4,30.3
2000,USA,Hybrid,Rear-wheel drive,5,2530,6,279,4650,19.8,28.7
2001,Asia,Hybrid,Front-wheel drive,3,2270,6,247,3830,17.6,32.6
1996,Europe,Diesel,Front-wheel drive,2,2380,7,276,4260,19.9,33.8
1987,USA,Diesel,Rear-wheel drive,2,1850,5,247,3750,17.3,29.9
1982,Asia,Gasoline,Rear-wheel drive,3,1890,5,205,3910,19.5,29.9
1983,Europe,Gasoline,Rear-wheel drive,5,2210,6,,4070,,25.6
2013,Europe,Gasoline,Rear-wheel drive,4,2480,7,284,4530,17.1,27.4
2024,Europe,Diesel,All-wheel drive,3,2520,7,309,4610,18.7,29.7
1992,Asia,Gasoline,Front-wheel drive,2,2250,6,,4130,18.6,28.5
2023,Asia,Diesel,All-wheel drive,5,2230,6,253,4460,19.7,34.3
1984,Asia,Hybrid,Rear-wheel drive,4,2100,6,,4070,18.9,32.8
2018,Europe,Gasoline,Front-wheel drive,4,2410,6,261,4260,16.8,29.9
2009,USA,Gasoline,Front-wheel drive,5,2450,6,274,4260,18.3,28.7
2018,Asia,Gasoline,Front-wheel drive,4,2050,6,240,4000,18.7,32.1
1986,USA,Gasoline,Front-wheel drive,4,2510,7,280,4680,20.6,25.6
1981,Asia,Gasoline,Front-wheel drive,3,2310,7,260,4140,17.2,27.7
1991,Europe,Gasoline,Rear-wheel drive,3,2050,5,221,3990,,30.7
1993,USA,Gasoline,All-wheel drive,4,2350,6,267,4440,18.3,28.7
2020,Asia,Diesel,All-wheel drive,4,2510,6,282,4690,19.0,31.6
2022,Europe,Gasoline,All-wheel drive,2,2140,6,226,4240,18.9,31.9
1995,Asia,Gasoline,Front-wheel drive,3,2280,6,259,4090,18.3,27.4
1993,USA,Gasoline,Front-wheel drive,5,2240,6,259,4240,18.7,28.3
1982,USA,Gasoline,All-wheel drive,4,1810,6,,4400,20.2,25.9
1990,USA,Gasoline,Front-wheel drive,3,2520,6,282,4490,18.3,26.1
1995,Europe,Diesel,All-wheel drive,2,2570,7,285,4680,19.5,27.9
2015,USA,Gasoline,All-wheel drive,5,2490,6,285,4800,21.0,26.4
2005,Europe,Diesel,Rear-wheel drive,4,1820,5,226,3840,15.0,35.8
2022,USA,Gasoline,Front-wheel drive,4,1820,6,225,3930,16.1,28.6
1987,Asia,Gasoline,Front-wheel drive,3,2160,6,251,4050,21.1,28.1
1996,USA,Gasoline,Front-wheel drive,5,2360,6,268,4370,19.2,25.4
2009,Europe,Gasoline,Front-wheel drive,5,2170,6,236,4120,20.3,31.7
2008,USA,Gasoline,Rear-wheel drive,4,2220,5,235,4030,17.5,27.5
2008,Asia,Gasoline,Front-wheel drive,3,2060,6,220,3950,20.8,31.4
1997,USA,Gasoline,All-wheel drive,4,2060,6,248,4390,20.3,28.5
2020,Asia,Gasoline,All-wheel drive,3,2520,7,279,4500,17.9,29.9
1978,USA,Gasoline,All-wheel drive,3,2200,6,245,4150,17.7,26.4
1993,USA,Diesel,All-wheel drive,5,1870,5,238,4340,20.2,29.0
1984,Asia,Gasoline,All-wheel drive,4,2520,7,,4730,19.2,27.2
2021,USA,Diesel,Front-wheel drive,4,2430,6,281,4320,17.8,31.5
1979,Europe,Gasoline,Rear-wheel drive,2,2070,5,235,4250,18.3,28.2
2021,Asia,Gasoline,Rear-wheel drive,2,2150,6,243,4350,16.6,32.4
1984,USA,Gasoline,All-wheel drive,3,2180,6,252,4500,20.4,25.6
1981,Europe,Gasoline,Front-wheel drive,2,2070,6,227,4230,21.9,29.7
1995,Europe,Gasoline,Front-wheel drive,3,2290,6,244,4160,19.5,29.8
2002,USA,Gasoline,Front-wheel drive,4,2310,6,269,4330,17.5,30.5
2019,USA,Gasoline,All-wheel drive,2,2270,6,282,4330,18.8,29.7
2023,Europe,Gasoline,Front-wheel drive,3,2240,6,247,4150,20.0,36.8
2001,Asia,Gasoline,All-wheel drive,2,2380,6,256,4480,21.0,28.5
1986,Europe,Diesel,Front-wheel drive,5,2310,6,263,4210,,28.1
2017,Asia,Gasoline,Front-wheel drive,5,2410,6,273,4460,18.4,30.6
1986,USA,Diesel,Front-wheel drive,2,2350,6,278,4160,19.2,30.2
2015,Asia,Gasoline,Rear-wheel drive,3,2050,6,233,4110,18.9,33.8
2014,USA,Gasoline,Front-wheel drive,2,2330,6,244,4440,19.9,31.0
2022,Asia,Gasoline,Rear-wheel drive,3,2460,7,266,4690,17.4,29.8
1987,USA,Hybrid,Rear-wheel drive,2,2380,6,268,4280,18.4,31.9
2013,Europe,Gasoline,Front-wheel drive,5,2280,6,259,4170,16.3,31.0
1999,Asia,Gasoline,Front-wheel drive,5,2190,6,245,4140,19.4,30.1
1996,USA,Gasoline,All-wheel drive,2,2520,7,288,4740,18.8,25.5
1994,Asia,Diesel,Front-wheel drive,4,1750,5,206,3540,17.6,33.9
2023,Asia,Diesel,Front-wheel drive,5,2360,7,268,4730,18.7,31.6
2010,USA,Gasoline,Front-wheel drive,5,2460,6,279,4670,18.1,27.1
2020,Asia,Gasoline,Rear-wheel drive,5,2340,6,250,4720,21.8,30.6
1999,Europe,Gasoline,Front-wheel drive,3,2250,6,235,4140,19.0,30.8
1997,Asia,Hybrid,Front-wheel drive,2,2080,5,208,3820,16.8,36.3
2023,Europe,Diesel,Rear-wheel drive,2,2440,6,259,4450,18.7,34.4
1988,Asia,Gasoline,Front-wheel drive,3,2360,6,263,4370,20.3,27.5
1981,Asia,Gasoline,Front-wheel drive,2,2080,5,,4040,19.4,32.9
1976,Asia,Gasoline,Rear-wheel drive,3,2120,6,,3940,18.8,27.6
2013,Europe,Gasoline,Rear-wheel drive,4,2400,7,,4520,20.8,30.8
1983,Europe,Hybrid,All-wheel drive,2,1860,5,216,3870,19.9,34.0
2012,Europe,Gasoline,All-wheel drive,5,2230,5,233,4410,19.0,29.7
1994,USA,Gasoline,Rear-wheel drive,5,2240,6,245,4660,18.6,27.0
1994,Europe,Gasoline,Front-wheel drive,5,2180,6,254,4390,18.9,30.8
1992,Asia,Gasoline,All-wheel drive,2,2280,7,242,4400,18.9,26.1
1983,USA,Hybrid,Front-wheel drive,4,2090,5,236,3970,17.4,29.7
1979,Asia,Gasoline,Rear-wheel drive,4,2290,6,247,4280,20.2,27.1
1998,Asia,Hybrid,Front-wheel drive,4,2460,6,,4490,18.8,35.6
2005,Europe,Gasoline,All-wheel drive,4,2510,7,281,4560,18.6,30.4
2018,Asia,Gasoline,All-wheel drive,3,2140,6,237,4320,19.6,30.7
1998,Europe,Gasoline,Front-wheel drive,3,2290,5,228,4230,20.7,33.2
2020,Europe,Diesel,Rear-wheel drive,2,2400,6,262,4080,19.4,34.2
1998,USA,Gasoline,All-wheel drive,4,2460,6,273,4840,20.2,25.6
1996,Europe,Hybrid,Rear-wheel drive,2,2010,6,225,4040,19.6,32.3
1994,USA,Hybrid,All-wheel drive,4,2440,6,280,4630,18.2,31.0
2007,USA,Gasoline,All-wheel drive,5,2420,6,270,4740,18.9,27.5
1988,USA,Gasoline,All-wheel drive,3,2430,7,274,4870,21.0,23.6
1979,USA,Gasoline,Rear-wheel drive,5,2210,6,,4350,19.7,28.3
1982,Europe,Gasoline,Front-wheel drive,3,2040,6,,3720,18.0,29.5
2000,Asia,Gasoline,Rear-wheel drive,4,1880,5,201,4060,19.3,30.8
2008,Europe,Diesel,Rear-wheel drive,4,1980,6,236,4190,18.1,33.1
2004,USA,Diesel,All-wheel drive,5,1840,5,241,3870,18.8,31.3
1977,Asia,Diesel,Rear-wheel drive,5,2060,6,257,4030,18.9,32.6
1990,Asia,Gasoline,All-wheel drive,4,2650,7,276,4630,20.5,24.9
1990,Europe,Hybrid,Front-wheel drive,4,2190,6,222,3830,20.1,33.8
1976,Asia,Gasoline,Rear-wheel drive,4,2220,6,235,4340,17.9,27.5
2005,Asia,Gasoline,Front-wheel drive,4,2240,6,240,4170,18.6,30.5
1998,USA,Hybrid,Front-wheel drive,4,2220,6,238,4300,19.2,31.5
2001,USA,Gasoline,Rear-wheel drive,3,2250,6,260,4360,18.7,23.3
2006,USA,Diesel,Rear-wheel drive,4,2250,6,259,4490,19.9,32.4
1979,USA,Gasoline,Front-wheel drive,2,1980,5,247,3910,18.2,28.9
1987,Europe,Hybrid,Rear-wheel drive,4,2430,6,227,4500,18.4,34.6
1994,USA,Diesel,All-wheel drive,3,2460,7,302,4710,18.7,29.6
1998,Asia,Diesel,Front-wheel drive,4,2300,6,258,4360,20.2,31.5
2011,Asia,Gasoline,Rear-wheel drive,3,2210,6,249,4240,19.3,28.6
2020,USA,Gasoline,Front-wheel drive,5,2050,6,248,4180,21.2,33.3
2023,USA,Gasoline,All-wheel drive,4,1900,6,243,4210,17.9,30.4
2021,USA,Diesel,Rear-wheel drive,4,2310,6,260,4320,17.6,31.5
1995,Asia,Diesel,Rear-wheel drive,5,2150,6,248,4540,20.1,30.7
1990,USA,Hybrid,All-wheel drive,3,2500,6,272,4820,20.7,30.8
2012,Europe,Gasoline,Rear-wheel drive,3,1960,5,236,3690,18.1,30.3
1976,USA,Gasoline,Rear-wheel drive,3,2170,6,,4450,21.5,22.7
1992,Europe,Gasoline,Rear-wheel drive,4,2590,7,255,4710,19.4,26.9
2014,Asia,Gasoline,Front-wheel drive,2,2140,6,266,3880,19.1,34.1
1997,Europe,Diesel,Front-wheel drive,4,2210,6,277,4480,18.9,27.8
1999,USA,Gasoline,All-wheel drive,5,2360,6,272,4660,18.6,26.9
1981,Europe,Gasoline,Rear-wheel drive,2,2350,7,256,4510,19.0,26.8
