engine_displacement,num_cylinders,horsepower,vehicle_weight,acceleration,model_year,origin,fuel_type,drivetrain,num_doors,fuel_efficiency_mpg
190,2,142,3823.0717737140503,15.2,2015,USA,Diesel,All-wheel drive,0,10.618651664899772
200,4,166,2624.670687191329,14.3,2014,USA,Gasoline,All-wheel drive,0,17.391529800474913
160,3,127,3157.477047461999,16.1,2011,Asia,Diesel,All-wheel drive,2,13.367590240053348
160,7,148,2638.2250331466257,13.4,2022,Europe,Diesel,All-wheel drive,1,17.12375599386975
240,7,,3106.148985720139,,2004,Europe,Diesel,Front-wheel drive,1,14.676092098069429
170,4,145,2767.2155007181277,13.1,2010,Europe,Diesel,Front-wheel drive,-2,16.109721678085357
210,5,199,4098.827534690869,13.6,2004,USA,Diesel,Front-wheel drive,-1,9.99537984414206
270,0,162,2171.6787843257434,16.5,2020,USA,Gasoline,Front-wheel drive,,19.517040681059513
220,7,117,3414.2791601564763,17.5,2018,USA,Gasoline,Front-wheel drive,0,11.736125092767574
290,,113,4011.020411256396,13.2,2013,Europe,Gasoline,All-wheel drive,-1,9.461128953678152
140,6,138,2326.103444507341,11.9,2023,Asia,Gasoline,Front-wheel drive,0,18.25941636565636
240,6,184,2645.8048859779233,15.3,2002,Europe,Diesel,All-wheel drive,0,17.04514980394756
240,1,131,2937.511809635033,14.1,2016,Asia,Gasoline,All-wheel drive,1,15.371390034490165
200,5,106,3235.742612925002,12.6,2019,USA,Gasoline,Front-wheel drive,-1,13.817646617076296
220,1,117,3141.3403153699455,18.2,2004,Asia,Gasoline,All-wheel drive,1,13.14994112983961
160,2,,2991.864132442691,14.0,2006,Asia,Diesel,All-wheel drive,1,15.339000294941403
190,5,167,3491.2578229436126,,2013,Asia,Gasoline,All-wheel drive,0,12.357765792116961
150,3,134,3499.065176317293,14.4,2000,Europe,Diesel,Front-wheel drive,-1,11.765269293455654
210,3,156,2598.520311645916,17.0,2005,Europe,Diesel,All-wheel drive,0,17.051450165064935
190,2,165,3681.186984429557,16.0,2015,Europe,Gasoline,All-wheel drive,-1,11.37937993930982
110,4,204,2839.2909002744655,14.7,2018,Asia,Gasoline,Front-wheel drive,2,16.241482049232317
120,5,93,3487.7656776239064,,2014,USA,Gasoline,Front-wheel drive,1,11.396732753459615
120,0,130,2928.900221847013,13.9,2004,USA,Diesel,Front-wheel drive,0,15.61476801220341
210,5,158,3766.75309703536,19.2,2015,USA,Gasoline,All-wheel drive,0,10.59243513841361
170,1,131,2811.82523372534,15.8,2008,Asia,Diesel,Front-wheel drive,1,15.682482755780395
140,6,128,3547.4570088853725,13.7,2021,Asia,Gasoline,Front-wheel drive,1,12.072259311886453
120,4,147,2647.8359285752995,21.0,2004,Europe,Diesel,Front-wheel drive,1,15.619787733105845
260,4,130,2649.270072215085,21.5,2007,USA,Gasoline,All-wheel drive,1,16.84575848151081
210,4,204,3697.2888246009657,12.8,2017,Asia,Gasoline,All-wheel drive,0,11.864086817879242
240,2,159,2916.9879208935845,16.3,2001,Asia,Gasoline,Front-wheel drive,1,15.06641609689505
210,5,,3012.1705235550785,15.1,2001,Asia,Gasoline,All-wheel drive,0,16.194432743178204
190,5,118,3561.6002241336055,15.9,2007,Europe,Gasoline,All-wheel drive,2,11.991167397495005
90,4,174,3242.7744244582477,12.8,2002,Asia,Diesel,All-wheel drive,-1,14.449852395699889
90,7,118,2909.527056397295,13.0,2008,Asia,Diesel,All-wheel drive,-1,15.410559473401776
190,4,133,2357.7875141078985,13.8,2018,Asia,Diesel,All-wheel drive,2,18.441925884127567
260,3,,2335.8532220606603,14.8,2016,USA,Gasoline,Front-wheel drive,-1,18.883424677917773
140,7,158,3694.9643152440626,13.6,2006,Europe,Diesel,All-wheel drive,-1,11.88890352237606
200,4,139,2992.212544129344,11.4,2023,Asia,Gasoline,All-wheel drive,0,15.079960547992894
210,5,120,3230.174577845224,18.9,2014,Europe,Diesel,All-wheel drive,0,12.907506177721688
250,4,174,3129.215763094721,12.9,2015,Asia,Gasoline,Front-wheel drive,0,14.955744967007865
180,4,162,3918.0620528753134,17.3,2018,Europe,Diesel,All-wheel drive,-1,10.307308514995748
200,6,114,3267.640735670615,,2016,Asia,Gasoline,All-wheel drive,0,13.991931517794196
210,6,121,2858.8140740258423,14.9,2005,Europe,Gasoline,All-wheel drive,2,15.970130959064551
220,,183,3593.9356745615446,20.5,2010,Asia,Diesel,All-wheel drive,1,11.141277642814686
200,3,132,2566.8245221906423,12.1,2007,USA,Gasoline,All-wheel drive,1,17.214653798014865
250,4,144,3603.063212995751,18.8,2015,Europe,Gasoline,All-wheel drive,-1,11.455649643047115
170,5,180,2657.2016801138725,13.1,2003,Asia,Gasoline,Front-wheel drive,-2,17.276152856045577
90,,178,3425.024875753029,12.3,2019,Asia,Diesel,All-wheel drive,-2,13.410022964578399
170,3,154,2740.621151647041,15.0,2009,USA,Diesel,Front-wheel drive,1,16.012510001705035
250,8,128,3219.1165602466763,15.1,2008,Asia,Diesel,Front-wheel drive,1,13.852657971352661
230,2,174,3021.0266577523616,18.5,2019,Asia,Diesel,All-wheel drive,1,14.84199733910719
330,3,207,3486.549303555135,13.9,2011,Asia,Gasoline,All-wheel drive,0,12.763705199269342
210,11,123,2149.5480170475284,17.5,2003,USA,Gasoline,Front-wheel drive,0,18.97711569389871
160,7,183,3193.4737508843837,14.7,2002,USA,Gasoline,Front-wheel drive,0,14.199134750659157
270,7,143,2981.1905152847357,14.0,2010,Asia,Diesel,All-wheel drive,-1,14.540042442099622
270,10,144,2676.8731987705764,12.1,2016,USA,Diesel,Front-wheel drive,0,16.798167373544715
220,5,106,2542.6349265590634,13.4,2019,Europe,Gasoline,Front-wheel drive,-1,16.829889250989762
210,3,155,3191.6596248516107,,2018,Asia,Diesel,Front-wheel drive,0,13.409948334233246
210,5,151,2983.840326397406,10.0,2007,Europe,Diesel,All-wheel drive,0,15.310466565497793
290,,113,2995.9361731715994,17.9,2022,Europe,Gasoline,Front-wheel drive,-1,14.41838117685505
100,2,155,2665.3877936574336,16.2,2005,Asia,Diesel,Front-wheel drive,-1,16.573413343545056
240,2,,1652.8837529517552,11.0,2018,Asia,Gasoline,Front-wheel drive,0,23.204566404854635
200,2,134,2752.7771858790625,14.2,2004,Europe,Gasoline,All-wheel drive,1,15.743395639657425
220,2,155,3269.9067916963704,,2015,Asia,Gasoline,All-wheel drive,-1,13.839514863651926
150,3,167,2583.754263653306,,2004,Asia,Gasoline,All-wheel drive,1,16.700828973991218
210,7,196,2657.2223308162284,14.0,2011,Europe,Gasoline,All-wheel drive,,17.738661142974536
180,4,163,1789.9124553366069,15.4,2011,Asia,Gasoline,All-wheel drive,0,21.17479230894528
200,5,145,2837.4042846811744,12.9,2022,Asia,Diesel,All-wheel drive,-1,16.083240768040447
220,2,177,3157.927871640091,18.4,2023,Asia,Gasoline,Front-wheel drive,0,14.17458859143127
260,5,161,3022.1488395013153,14.9,2021,USA,Gasoline,All-wheel drive,-1,14.769734756246695
160,4,165,2553.420109737541,13.2,2002,USA,Gasoline,All-wheel drive,-1,17.860006036898582
260,4,206,3080.917615681677,16.9,2000,Asia,Diesel,Front-wheel drive,-2,14.958087194627812
170,3,185,2815.8503683949666,15.6,2004,USA,Gasoline,Front-wheel drive,0,16.77232095717566
180,4,185,2656.4000707808614,14.8,2002,USA,Diesel,Front-wheel drive,-2,17.41962869253824
220,,152,1596.8086109380843,19.4,2014,USA,Gasoline,All-wheel drive,1,22.30998057927344
130,4,104,2949.249103140428,15.6,2016,Europe,Diesel,All-wheel drive,0,13.90616045535194
260,4,143,3056.544384276369,10.2,2005,Europe,Diesel,All-wheel drive,0,15.324559427300574
200,3,,3006.534825981745,16.7,2018,USA,Diesel,Front-wheel drive,0,13.901400022560743
190,2,143,3242.7271302722334,14.5,2009,Asia,Diesel,All-wheel drive,0,14.196067118989422
210,0,104,2221.0189994966186,11.9,2016,Europe,Diesel,Front-wheel drive,0,18.613816036973187
290,5,159,2947.930646886212,16.0,2020,USA,Gasoline,All-wheel drive,-1,14.672423203665392
180,1,171,3046.1367877590897,15.6,2016,USA,Diesel,Front-wheel drive,-1,14.345984118271101
280,2,153,3454.8475775927914,14.2,2002,USA,Gasoline,All-wheel drive,,12.607767349337399
170,8,188,2797.526251187545,14.4,2019,USA,Gasoline,Front-wheel drive,1,16.219883806794385
210,1,148,3007.295669109304,14.4,2014,USA,Diesel,Front-wheel drive,0,15.056614367773943
210,4,113,3039.7303015050593,13.4,2006,USA,Diesel,All-wheel drive,-1,14.556835351884015
200,,120,2619.3066267465656,18.8,2020,USA,Gasoline,Front-wheel drive,0,16.551125920787737
180,4,128,3043.9384262230938,12.0,2002,Asia,Gasoline,All-wheel drive,-1,14.809929629631444
260,7,169,3309.603076256375,10.1,2018,USA,Gasoline,All-wheel drive,1,13.837388837158652
160,3,207,3313.0526129141485,16.3,2008,USA,Diesel,Front-wheel drive,-1,13.598703006566046
220,1,190,2557.8443301902116,18.6,2008,Asia,Diesel,Front-wheel drive,-1,17.475278714647324
240,2,169,2756.813562673335,13.4,2021,USA,Diesel,All-wheel drive,0,17.382350737355765
200,5,109,3217.287245715582,,2021,Asia,Diesel,Front-wheel drive,-2,13.773382505906978
260,,152,3722.5480289931656,17.1,2007,USA,Gasoline,All-wheel drive,0,11.294544627197917
210,1,136,3546.627895175062,14.5,2020,Europe,Diesel,Front-wheel drive,,12.537039957655582
220,5,184,3762.6127583456437,15.0,2021,Europe,Diesel,Front-wheel drive,-2,11.769134341063609
300,5,189,2570.7939215458928,14.2,2019,Europe,Diesel,Front-wheel drive,-2,16.988300807897797
210,2,,3686.8388524105417,23.4,2002,Europe,Gasoline,All-wheel drive,0,10.320473184203898
220,5,151,2599.1042763525256,14.6,2004,Asia,Diesel,Front-wheel drive,-1,17.385711306452308
160,1,186,3221.018259646815,15.0,2003,Asia,Gasoline,Front-wheel drive,0,15.247000089062142
240,2,165,3361.5061977923956,17.0,2007,Europe,Gasoline,Front-wheel drive,1,13.806147059994501
260,2,154,3421.6319471407987,12.8,2011,Asia,Diesel,Front-wheel drive,0,12.567755504762022
250,3,180,4117.123492110867,13.3,2017,USA,Gasoline,Front-wheel drive,0,9.44128618597651
190,3,171,2857.5351888588184,,2001,Asia,Diesel,All-wheel drive,-1,15.912298119398677
260,4,141,2814.180470384673,16.4,2011,USA,Gasoline,All-wheel drive,1,15.377681992347355
160,9,147,3205.679841445424,17.7,2002,USA,Gasoline,All-wheel drive,-2,13.350469214668797
160,3,230,2396.835023448222,18.5,2007,Asia,Diesel,Front-wheel drive,-1,18.734205199180145
220,3,189,4049.2052061955064,16.5,2012,Asia,Gasoline,All-wheel drive,,10.16445687210666
240,6,159,4002.3834575259125,18.3,2012,Europe,Diesel,Front-wheel drive,-1,9.577742614278252
230,3,184,4274.347201461292,17.1,2018,USA,Diesel,All-wheel drive,1,9.032538329664249
290,3,192,2999.651515402543,,2019,Europe,Diesel,All-wheel drive,0,15.077316324752623
190,4,123,2642.943558204673,20.3,2010,USA,Diesel,All-wheel drive,-1,16.164620552085886
230,0,126,3834.8223425606475,14.2,2001,Asia,Diesel,Front-wheel drive,0,11.444937156394687
110,5,157,3258.0382994507377,20.4,2014,USA,Diesel,Front-wheel drive,-1,13.163344504035328
150,7,87,2969.4043298012853,11.3,2007,Europe,Diesel,Front-wheel drive,0,14.475353559801594
170,1,,2881.6185295794985,11.6,2015,USA,Diesel,Front-wheel drive,-1,15.614227317583639
270,4,185,4012.316736293076,,2020,Asia,Gasoline,All-wheel drive,0,9.76907259411154
170,5,173,3527.0988925098245,14.0,2016,Europe,Gasoline,All-wheel drive,1,11.437054433578469
200,5,159,2664.9597528969425,15.4,2008,USA,Gasoline,Front-wheel drive,2,17.036499290043913
190,2,117,3087.4196086315405,,2005,Europe,Diesel,Front-wheel drive,1,14.36357689175245
240,6,193,3456.5366120093954,,2022,Asia,Diesel,Front-wheel drive,1,12.516481661518329
140,1,227,3618.782636422737,17.7,2002,Europe,Diesel,All-wheel drive,0,12.707283800475738
170,3,178,3377.457461762661,15.5,2006,USA,Gasoline,All-wheel drive,-1,12.769641835989875
120,3,120,2676.5791155548286,13.7,2006,Europe,Gasoline,All-wheel drive,1,16.88375245878325
230,4,149,3409.212446936999,16.6,2009,Asia,Diesel,Front-wheel drive,-1,12.994661906180633
130,7,,2264.9822574776904,13.8,2007,Asia,Diesel,All-wheel drive,-1,18.42625410677967
200,3,93,2976.42851884231,14.6,2004,USA,Diesel,All-wheel drive,1,14.645987617165611
190,1,156,3016.531170589753,15.9,2015,Asia,Gasoline,Front-wheel drive,-1,14.775661804355137
280,5,151,2457.1827691845765,15.6,2013,Asia,Diesel,Front-wheel drive,0,17.555366535376223
190,5,119,3889.0600515419687,17.7,2006,Asia,Diesel,Front-wheel drive,0,9.40379354164734
240,4,135,2970.047160546337,17.3,2012,Asia,Gasoline,Front-wheel drive,,15.185659929568757
130,1,117,3027.617949205628,11.9,2001,USA,Gasoline,Front-wheel drive,-1,15.191668129495532
130,2,159,2846.4684704158,,2017,Asia,Gasoline,Front-wheel drive,-2,15.566442847377635
160,5,192,2904.7827180009153,19.6,2009,USA,Gasoline,Front-wheel drive,-1,14.886031529482324
200,3,127,2664.769968818238,14.8,2002,USA,Diesel,Front-wheel drive,-1,16.841532873044205
220,7,150,3213.566341225342,12.6,2004,USA,Diesel,Front-wheel drive,1,13.755058304793593
170,5,169,2507.8508173817368,,2021,Europe,Gasoline,All-wheel drive,0,17.301432815903677
200,6,105,2697.009243193267,16.8,2003,USA,Diesel,Front-wheel drive,0,16.28270225724075
180,,168,2788.2898555329184,12.6,2009,USA,Diesel,Front-wheel drive,1,16.232751502072507
220,5,177,2278.342106359938,15.5,2008,USA,Gasoline,All-wheel drive,-1,18.932863672307736
260,3,181,2321.1422487363147,13.3,2005,Europe,Gasoline,Front-wheel drive,0,19.135029213686074
160,2,182,3371.1638621216916,12.5,2015,USA,Gasoline,Front-wheel drive,0,14.153172282679556
230,4,141,3384.6816134892097,15.9,2006,USA,Gasoline,Front-wheel drive,-3,12.428821887951143
200,5,143,3389.8153251963067,12.7,2006,USA,Diesel,All-wheel drive,0,12.825585653230307
180,2,127,3154.7386627148653,17.1,2023,Asia,Gasoline,All-wheel drive,-1,14.211467906980209
190,2,164,3638.7654719503835,13.3,2017,Europe,Gasoline,All-wheel drive,1,11.20912110738936
210,9,139,2821.1961197366863,16.3,2011,Europe,Diesel,Front-wheel drive,2,15.504375291105195
160,7,141,3091.7746459617174,16.1,2005,Europe,Diesel,All-wheel drive,0,14.133844385961781
180,3,185,3175.0801951804756,16.2,2017,Europe,Diesel,Front-wheel drive,0,13.984731809239841
210,1,125,3907.3869339023668,,2016,Europe,Diesel,Front-wheel drive,-2,11.352623957562232
230,0,104,3168.4357729619733,16.1,2021,Asia,Gasoline,Front-wheel drive,0,13.302154465184286
200,7,,3320.666871002291,16.7,2020,USA,Gasoline,Front-wheel drive,-1,12.587989340452687
170,3,151,3800.735716650401,14.2,2022,Europe,Diesel,All-wheel drive,0,10.624268544247284
230,4,,3611.5223115023778,14.5,2019,Asia,Gasoline,All-wheel drive,0,12.288833866154869
190,4,125,2771.2995120527207,16.3,2018,Asia,Gasoline,All-wheel drive,-2,16.422234715022114
160,3,158,2378.1661842974067,18.2,2020,Asia,Diesel,Front-wheel drive,1,17.765319448446434
260,5,,3506.1957218363586,12.8,2017,Asia,Gasoline,Front-wheel drive,0,11.580638786037989
250,4,146,2926.2902612356897,17.6,2023,Europe,Diesel,All-wheel drive,-1,15.411443809825728
260,1,141,3115.4547310251187,12.3,2001,USA,Gasoline,All-wheel drive,1,14.182363672344227
160,11,192,2640.6509872706315,,2005,USA,Gasoline,Front-wheel drive,0,17.125980357515044
240,3,136,2706.691350476337,18.9,2003,Europe,Gasoline,All-wheel drive,-2,15.766763779308738
240,1,151,3639.7138422145117,7.1,2014,Europe,Diesel,All-wheel drive,0,13.107686400908518
180,4,173,3019.3454365027815,15.1,2010,Europe,Gasoline,Front-wheel drive,0,14.63552551447458
240,2,142,2466.6086248494257,13.1,2010,Asia,Diesel,All-wheel drive,1,18.05540114719427
190,5,102,2609.6031548314663,18.1,2002,Europe,Diesel,Front-wheel drive,0,16.923887171868383
190,3,124,3144.2462462692106,,2015,Asia,Gasoline,Front-wheel drive,-2,13.963351602706059
170,4,179,3590.195702644093,17.1,2002,USA,Gasoline,Front-wheel drive,0,11.880074603907843
160,2,163,3380.8415464394884,17.1,2008,USA,Gasoline,All-wheel drive,-1,13.832356643319411
170,4,73,3074.8286598235404,15.5,2019,USA,Diesel,Front-wheel drive,-1,14.059015388165886
150,5,206,3395.3620957362878,15.8,2011,Asia,Gasoline,All-wheel drive,1,13.836700566525362
280,2,167,2644.530037616986,15.7,2007,Asia,Gasoline,All-wheel drive,-2,17.202918995254354
120,2,136,3833.080237158517,13.7,2002,Asia,Gasoline,All-wheel drive,,10.497535659203173
230,,145,2334.130692012759,12.7,2022,USA,Diesel,Front-wheel drive,-1,18.32584198791322
190,7,153,2696.8126837786313,15.4,2020,Asia,Gasoline,All-wheel drive,0,16.698255546610326
250,3,189,2897.375448830523,15.0,2002,Asia,Gasoline,Front-wheel drive,0,15.213285291555593
140,7,,3712.9677907567593,11.9,2002,Europe,Gasoline,All-wheel drive,-1,11.650058708617312
170,4,136,2428.5149104923676,11.3,2009,Europe,Diesel,All-wheel drive,0,17.788399213132298
210,5,208,3250.779830427717,11.6,2009,USA,Gasoline,All-wheel drive,-1,14.844284568018626
210,3,,2607.13886429164,15.4,2016,Asia,Diesel,Front-wheel drive,-1,17.062675634725068
210,2,172,2841.17265003032,15.8,2003,USA,Diesel,Front-wheel drive,-2,15.468201075030779
290,8,143,2491.696715199102,11.7,2009,Asia,Diesel,All-wheel drive,-1,17.484951527304453
200,3,104,2235.096447854715,13.3,2015,Europe,Gasoline,All-wheel drive,0,18.64503100138298
230,2,116,2602.086100632583,13.7,2019,Asia,Diesel,All-wheel drive,,17.015652166142537
210,3,155,3179.575340897846,,2007,USA,Diesel,Front-wheel drive,0,13.48439160274517
200,7,181,3127.519710166816,16.4,2002,Europe,Diesel,Front-wheel drive,0,14.872378710983087
190,1,171,2919.251624801197,15.3,2015,Asia,Gasoline,Front-wheel drive,1,15.469463163840866
150,7,190,3524.1270078833904,12.3,2007,Europe,Diesel,Front-wheel drive,0,12.853710380718221
290,3,128,3259.0343862657896,11.1,2013,Asia,Diesel,All-wheel drive,-1,14.059177317074859
150,7,163,2734.638696856301,15.8,2002,Asia,Gasoline,All-wheel drive,1,16.0743163611482
180,,141,2435.084704947126,14.6,2021,USA,Diesel,Front-wheel drive,-1,17.47712302636081
140,1,165,2918.4118215850117,19.4,2007,USA,Gasoline,All-wheel drive,-1,14.834610805821534
110,3,131,3398.378413416043,14.8,2017,Asia,Diesel,Front-wheel drive,1,12.668335016375172
190,4,148,3711.603564804736,16.8,2003,Europe,Diesel,Front-wheel drive,-2,10.915448217079229
250,4,171,2138.6217102685177,16.7,2016,Asia,Gasoline,Front-wheel drive,-1,19.028993259304656
210,3,108,2258.98734265425,16.3,2003,Europe,Gasoline,Front-wheel drive,0,18.485315742854226
200,1,149,2838.8591294788325,17.2,2000,Asia,Diesel,All-wheel drive,-1,16.37124299389892
100,5,,2832.8209616013582,9.3,2015,USA,Gasoline,Front-wheel drive,0,16.69631224264932
200,,199,4170.287499143822,9.9,2008,Europe,Gasoline,All-wheel drive,0,9.839440413102782
180,3,146,2721.8347027301247,13.4,2020,USA,Diesel,All-wheel drive,-1,15.795490506167335
180,2,114,2893.490724618555,15.8,2001,Europe,Diesel,All-wheel drive,0,14.755743630280207
170,3,,2723.6965543526703,15.0,2016,USA,Gasoline,All-wheel drive,-1,15.846333864091395
220,3,144,2535.8875912388694,18.7,2009,USA,Gasoline,All-wheel drive,2,16.642943419221385
270,4,142,3553.317555560956,18.2,2013,Asia,Diesel,All-wheel drive,0,11.710240165977083
210,4,173,2610.6552615052233,14.1,2019,Asia,Diesel,Front-wheel drive,2,17.450577995953807
280,1,158,3746.5198620187894,15.2,2009,USA,Gasoline,All-wheel drive,-2,11.795229080242406
230,5,,3577.9796297474704,14.9,2019,Asia,Gasoline,Front-wheel drive,0,12.375658892183779
220,1,137,3748.48521011285,17.3,2019,Europe,Diesel,Front-wheel drive,2,10.801588590620067
150,1,129,3303.8430310978924,17.8,2019,Asia,Diesel,All-wheel drive,2,12.827126632567568
270,2,117,2443.50730288092,11.5,2015,Asia,Diesel,All-wheel drive,-2,17.80275629078118
230,6,174,3980.2158231291687,15.9,2002,Europe,Gasoline,All-wheel drive,-1,10.64395066072242
150,5,79,2390.2346905985673,16.4,2015,USA,Diesel,Front-wheel drive,0,17.590982272234477
240,4,207,3432.7542533475157,13.1,2012,Asia,Gasoline,All-wheel drive,1,12.991403833049846
240,6,170,3420.465798047341,14.3,2009,USA,Gasoline,Front-wheel drive,1,12.782754431228609
260,2,174,2702.257300664509,18.4,2011,Europe,Gasoline,All-wheel drive,2,16.068974943928346
210,4,149,2361.0853876626225,12.2,2020,Europe,Gasoline,Front-wheel drive,,18.79946518226176
160,7,157,3216.103539857937,16.3,2017,USA,Gasoline,All-wheel drive,-1,14.199961642500513
